"Datum" "Base" "Peak" "BaseVolume" "PeakVolume"
"4651" "2012-02-01" "51.21" "58.14" "625.3235" "338.6677"
"4661" "2012-02-02" "62.34" "75.52" "603.586" "327.529"
"4671" "2012-02-03" "63.81" "77.11" "573.7867" "304.7981"
"4681" "2012-02-04" "51.38" "56.59" "571.1494" "288.8414"
"4691" "2012-02-05" "44.33" "44.8" "594.9936" "305.3332"
"4701" "2012-02-06" "78.95" "98.9" "551.7486" "296.1744"
"4711" "2012-02-07" "78.12" "95.52" "572.5134" "304.8562"
"4721" "2012-02-08" "98.98" "129.94" "563.8038" "298.9651"
"4731" "2012-02-09" "76.49" "92.99" "586.4519" "322.3184"
"4741" "2012-02-10" "82.48" "101.35" "546.0368" "299.4469"
"4751" "2012-02-11" "53.19" "59.3" "523.3085" "273.9228"
"4761" "2012-02-12" "42.5" "42.64" "554.9026" "287.3612"
"4771" "2012-02-13" "84.43" "113.64" "536.8712" "283.7087"
"4781" "2012-02-14" "63.87" "78.5" "576.0566" "304.4736"
"4791" "2012-02-15" "35.98" "42.4" "846.8168" "456.9835"
"4801" "2012-02-16" "54.89" "64.08" "586.3418" "307.0756"
"4811" "2012-02-17" "48.07" "54.51" "662.5505" "349.0985"
"4821" "2012-02-18" "42.1" "45.37" "642.4175" "334.2659"
"4831" "2012-02-19" "28.75" "31.88" "692.1387" "361.8701"
"4841" "2012-02-20" "50.64" "55.34" "639.0654" "343.1386"
"4851" "2012-02-21" "43.62" "47.87" "746.5288" "408.8759"
"4861" "2012-02-22" "43.79" "47.04" "711.7523" "403.7031"
"4871" "2012-02-23" "41.03" "52.67" "754.0367" "387.4793"
"4881" "2012-02-24" "44.78" "50.76" "782.0837" "430.8856"
"4891" "2012-02-25" "40.3" "42.6" "703.7364" "377.5422"
"4901" "2012-02-26" "42.77" "45.71" "588.531" "296.4007"
"4911" "2012-02-27" "47.26" "52.29" "615.0133" "346.6291"
"4921" "2012-02-28" "47.42" "52.18" "647.8681" "366.8942"
"4931" "2012-02-29" "49.33" "57.42" "590.7419" "310.0321"
"4941" "2012-03-01" "47.45" "52.69" "636.0057" "340.3733"
"4951" "2012-03-02" "49.04" "52.8" "633.973" "345.0969"
"4961" "2012-03-03" "39.38" "41.21" "656.7939" "349.5399"
"4971" "2012-03-04" "37.47" "40.96" "579.6203" "292.0838"
"4981" "2012-03-05" "44.55" "51.94" "659.1552" "351.4685"
"4991" "2012-03-06" "48.55" "52.82" "652.4047" "361.9155"
"5001" "2012-03-07" "43.25" "44.57" "722.3763" "412.4331"
"5011" "2012-03-08" "45.9" "52.03" "714.4783" "392.5358"
"5021" "2012-03-09" "47.74" "50.79" "690.6463" "385.2595"
"5031" "2012-03-10" "41.74" "46.09" "688.2984" "360.3796"
"5041" "2012-03-11" "31.68" "35.85" "655.7666" "325.7168"
"5051" "2012-03-12" "45.05" "52.19" "713.9043" "388.4507"
"5061" "2012-03-13" "47.9" "52.43" "646.9757" "360.5694"
"5071" "2012-03-14" "46.74" "51.89" "660.3792" "370.0536"
"5081" "2012-03-15" "47.47" "52.56" "657.7957" "379.6143"
"5091" "2012-03-16" "43.68" "45.49" "684.3483" "394.7051"
"5102" "2012-03-17" "40.22" "43.96" "702.8953" "379.3657"
"5111" "2012-03-18" "34.4" "36.42" "644.5701" "338.0056"
"5121" "2012-03-19" "46.02" "52.97" "728.3879" "412.5856"
"5131" "2012-03-20" "43.44" "46.62" "714.0059" "406.0234"
"5141" "2012-03-21" "45.56" "48.31" "724.5984" "426.3192"
"5151" "2012-03-22" "45.35" "47.93" "686.6154" "400.9603"
"5161" "2012-03-23" "41.75" "45.22" "640.2704" "371.2417"
"5171" "2012-03-24" "38.63" "39.32" "590.8575" "322.5769"
"5181" "2012-03-25" "25.37" "21.87" "596.4331" "341.2318"
"5191" "2012-03-26" "41.6" "45.66" "677.3269" "398.744"
"5201" "2012-03-27" "39.4" "41.93" "687.107" "403.0244"
"5211" "2012-03-28" "39.26" "43.74" "740.2851" "439.4518"
"5221" "2012-03-29" "31.62" "34.24" "817.0871" "471.965"
"5231" "2012-03-30" "35.56" "41.06" "778.6293" "425.7608"
"5241" "2012-03-31" "19.24" "21.57" "800.1684" "429.4984"
"5251" "2012-04-01" "24.1" "18.93" "695.599" "393.4547"
"5261" "2012-04-02" "43.54" "52.03" "777.8883" "438.5018"
"5271" "2012-04-03" "50.55" "54.83" "726.9843" "420.7635"
"5281" "2012-04-04" "47.77" "52.4" "738.5405" "414.8188"
"5291" "2012-04-05" "50.02" "55.96" "674.6931" "378.4165"
"5301" "2012-04-06" "41.77" "42.3" "757.7093" "445.4119"
"5311" "2012-04-07" "39.45" "39.2" "675.1372" "362.679"
"5321" "2012-04-08" "35.2" "30.59" "634.4451" "335.2108"
"5331" "2012-04-09" "21.86" "23.84" "732.0274" "404.5258"
"5341" "2012-04-10" "40.67" "47.6" "780.1569" "436.4181"
"5351" "2012-04-11" "53.86" "60.02" "676.6609" "371.8901"
"5361" "2012-04-12" "52.96" "56.38" "693.5573" "399.8925"
"5371" "2012-04-13" "56.68" "61.03" "702.8204" "405.4318"
"5381" "2012-04-14" "45.09" "47.34" "639.8949" "338.5525"
"5391" "2012-04-15" "34.37" "33.44" "657.1786" "348.5227"
"5401" "2012-04-16" "45.26" "49.36" "698.8714" "391.1036"
"5411" "2012-04-17" "51.5" "53.99" "718.8789" "418.3095"
"5421" "2012-04-18" "50.88" "58.86" "678.6622" "372.5903"
"5431" "2012-04-19" "50.4" "53.15" "693.2818" "393.9156"
"5441" "2012-04-20" "53.87" "57.88" "671.1087" "373.087"
"5451" "2012-04-21" "42.16" "40.67" "694.6573" "383.9775"
"5461" "2012-04-22" "37.78" "36.67" "677.183" "362.0726"
"5471" "2012-04-23" "51.39" "57.07" "718.8092" "414.6655"
"5481" "2012-04-24" "51.21" "57.93" "701.4151" "377.2596"
"5491" "2012-04-25" "44.1" "46.36" "754.9274" "430.7788"
"5501" "2012-04-26" "41.63" "43.8" "816.1668" "473.1588"
"5511" "2012-04-27" "46.9" "47.15" "754.6696" "437.4389"
"5521" "2012-04-28" "37.22" "38.62" "665.6437" "366.5486"
"5531" "2012-04-29" "22.46" "21.51" "669.3384" "355.6746"
"5541" "2012-04-30" "42.3" "47.34" "698.9273" "398.8602"
"5551" "2012-05-01" "23.78" "21.39" "687.2521" "407.1377"
"5561" "2012-05-02" "48.18" "57.98" "674.3778" "408.9636"
"5571" "2012-05-03" "50.29" "57.11" "654.1422" "371.3471"
"5581" "2012-05-04" "42.93" "45.89" "702.4053" "421.2631"
"5591" "2012-05-05" "36.77" "37.46" "655.9217" "363.9206"
"5601" "2012-05-06" "32.68" "31.9" "591.092" "312.7116"
"5611" "2012-05-07" "47.38" "54.26" "632.3604" "362.6328"
"5621" "2012-05-08" "40.34" "42.14" "687.8921" "401.841"
"5631" "2012-05-09" "48.67" "54.97" "650.2459" "367.6247"
"5641" "2012-05-10" "43.12" "45.35" "724.7033" "440.4037"
"5651" "2012-05-11" "38.83" "41.1" "781.3362" "465.0553"
"5661" "2012-05-12" "35.38" "36.81" "729.1068" "408.2677"
"5671" "2012-05-13" "31.2" "30.06" "660.6401" "359.1024"
"5681" "2012-05-14" "44.67" "46.72" "759.2878" "461.6894"
"5691" "2012-05-15" "49.19" "55.91" "719.2879" "422.0283"
"5701" "2012-05-16" "40.87" "43.74" "788.6545" "469.8387"
"5711" "2012-05-17" "30.41" "26.16" "782.702" "454.6083"
"5721" "2012-05-18" "35.49" "37.42" "735.3381" "430.0036"
"5731" "2012-05-19" "36.52" "38.36" "641.2881" "350.531"
"5741" "2012-05-20" "25.06" "23.17" "665.7597" "366.4198"
"5751" "2012-05-21" "39.05" "47.09" "745.8389" "435.3441"
"5761" "2012-05-22" "46.12" "52.66" "713.6911" "412.0148"
"5771" "2012-05-23" "43.47" "50.01" "719.2169" "413.1582"
"5781" "2012-05-24" "43.17" "48.09" "730.0363" "424.6719"
"5791" "2012-05-25" "38.68" "42.08" "708.4968" "423.7338"
"5801" "2012-05-26" "29.89" "27.31" "651.6788" "376.3681"
"5811" "2012-05-27" "20.46" "18.88" "615.9867" "341.2031"
"5821" "2012-05-28" "25.63" "26.51" "708.7059" "441.374"
"5831" "2012-05-29" "41.12" "44.93" "757.7774" "446.5253"
"5841" "2012-05-30" "46.08" "52.15" "663.1015" "395.7225"
"5851" "2012-05-31" "48.92" "55.37" "657.5581" "375.0711"
"5861" "2012-06-01" "38.15" "41.67" "774.9883" "455.6776"
"5871" "2012-06-02" "30.26" "29.71" "704.4701" "393.9483"
"5881" "2012-06-03" "30.95" "33.33" "561.3524" "288.2955"
"5891" "2012-06-04" "46.51" "59.01" "620.5388" "358.5163"
"5901" "2012-06-05" "41.75" "45.33" "706.4746" "433.0343"
"5911" "2012-06-06" "48.5" "56.95" "639.18" "368.6238"
"5921" "2012-06-07" "37.48" "40.93" "698.6995" "419.9973"
"5931" "2012-06-08" "38.03" "43.95" "739.7755" "431.8458"
"5941" "2012-06-09" "23.04" "22.62" "703.0695" "400.8279"
"5951" "2012-06-10" "24.37" "26.27" "617.2832" "321.3748"
"5961" "2012-06-11" "45.57" "55.26" "648.6316" "388.349"
"5971" "2012-06-12" "48.86" "56.24" "631.5894" "363.0584"
"5981" "2012-06-13" "48.03" "56.16" "634.0107" "361.4595"
"5991" "2012-06-14" "47.89" "54.59" "645.6189" "389.0529"
"6001" "2012-06-15" "39.73" "44.95" "733.4892" "447.6833"
"6011" "2012-06-16" "27.95" "27.94" "626.7117" "355.9601"
"6021" "2012-06-17" "22" "19.61" "679.1335" "388.9686"
"6031" "2012-06-18" "38.24" "41.89" "711.5313" "446.4911"
"6041" "2012-06-19" "47.58" "55.26" "642.5895" "381.7617"
"6051" "2012-06-20" "50.89" "59.05" "595.0995" "334.6984"
"6061" "2012-06-21" "48.61" "56.35" "653.7813" "388.8508"
"6071" "2012-06-22" "39.22" "41.78" "747.9169" "459.3726"
"6081" "2012-06-23" "32.14" "33.9" "667.8625" "376.4232"
"6091" "2012-06-24" "18.59" "17" "652.79" "362.0704"
"6102" "2012-06-25" "32.25" "41.45" "808.6215" "466.2299"
"6111" "2012-06-26" "37.45" "42.65" "760.8782" "443.0896"
"6121" "2012-06-27" "48.97" "56.08" "662.6304" "392.9607"
"6131" "2012-06-28" "47.53" "54.76" "652.5539" "385.7099"
"6141" "2012-06-29" "46.52" "53.06" "692.3222" "410.7534"
"6151" "2012-06-30" "37.18" "38.8" "624.0459" "354.0579"
"6161" "2012-07-01" "25.09" "23.45" "589.3487" "319.5603"
"6171" "2012-07-02" "44.47" "55.38" "646.6972" "365.6115"
"6181" "2012-07-03" "49.63" "57.63" "573.0841" "321.242"
"6191" "2012-07-04" "47.37" "54.72" "651.6003" "382.0892"
"6201" "2012-07-05" "46.29" "55.1" "645.2705" "381.4983"
"6211" "2012-07-06" "48.53" "56.38" "626.2351" "361.4869"
"6221" "2012-07-07" "39.75" "41.02" "576.8363" "326.2406"
"6231" "2012-07-08" "24.68" "22.65" "579.5099" "316.5686"
"6241" "2012-07-09" "40.79" "47.98" "699.602" "410.889"
"6251" "2012-07-10" "47.72" "53.47" "626.789" "363.4064"
"6261" "2012-07-11" "45.3" "50.86" "648.175" "374.4395"
"6271" "2012-07-12" "39.65" "42.75" "715.9685" "426.0246"
"6281" "2012-07-13" "46.04" "54.3" "626.5594" "349.374"
"6291" "2012-07-14" "31.72" "29.5" "649.0219" "368.1448"
"6301" "2012-07-15" "26.19" "25.89" "604.268" "332.1654"
"6311" "2012-07-16" "38.42" "45.28" "721.7611" "427.6747"
"6321" "2012-07-17" "44.49" "52.11" "641.1769" "362.1158"
"6331" "2012-07-18" "43.81" "49.06" "669.5974" "388.0062"
"6341" "2012-07-19" "40.25" "42.66" "741.1905" "440.2057"
"6351" "2012-07-20" "45.46" "51.35" "662.159" "376.5443"
"6361" "2012-07-21" "38.39" "39.27" "619.5871" "338.6483"
"6371" "2012-07-22" "28.09" "25.31" "609.0042" "331.2868"
"6381" "2012-07-23" "42.73" "46.94" "715.4715" "436.5857"
"6391" "2012-07-24" "45.54" "50.11" "681.5341" "410.9815"
"6401" "2012-07-25" "49.36" "55.03" "670.134" "396.8897"
"6411" "2012-07-26" "49.58" "53.54" "673.5794" "398.8506"
"6421" "2012-07-27" "48.63" "53.64" "689.2837" "409.0325"
"6431" "2012-07-28" "38.67" "39.41" "640.4112" "356.3067"
"6441" "2012-07-29" "30.65" "29.62" "597.6097" "319.5036"
"6451" "2012-07-30" "39.87" "46.3" "680.7871" "402.8492"
"6461" "2012-07-31" "44.46" "50.53" "607.7554" "349.2409"
"6471" "2012-08-01" "41.49" "45.09" "686.101" "422.8733"
"6481" "2012-08-02" "42.59" "49.38" "669.5514" "388.251"
"6491" "2012-08-03" "46.74" "50.95" "587.7846" "340.0595"
"6501" "2012-08-04" "40.16" "41.58" "622.0202" "347.813"
"6511" "2012-08-05" "35.99" "35.98" "592.5541" "318.342"
"6521" "2012-08-06" "43.67" "49.96" "674.4646" "390.8175"
"6531" "2012-08-07" "38.12" "42.2" "739.9092" "439.054"
"6541" "2012-08-08" "44.22" "49.64" "670.8188" "393.4068"
"6551" "2012-08-09" "47.12" "51.13" "661.2933" "388.7614"
"6561" "2012-08-10" "44.85" "48.46" "603.2878" "351.6754"
"6571" "2012-08-11" "41.03" "42.28" "622.5015" "352.6686"
"6581" "2012-08-12" "26.47" "23.43" "626.5491" "349.393"
"6591" "2012-08-13" "45.16" "51.9" "653.3889" "377.5379"
"6601" "2012-08-14" "47.92" "51.33" "623.376" "356.2505"
"6611" "2012-08-15" "41.48" "42.63" "614.3662" "362.3283"
"6621" "2012-08-16" "51.45" "57.05" "589.2734" "334.3185"
"6631" "2012-08-17" "51.78" "56.92" "608.759" "363.7188"
"6641" "2012-08-18" "40.5" "40.94" "595.4448" "334.937"
"6651" "2012-08-19" "36.75" "35.31" "631.8963" "350.6883"
"6661" "2012-08-20" "49.93" "55.93" "613.8588" "358.5277"
"6671" "2012-08-21" "61.03" "69.16" "561.8298" "323.2505"
"6681" "2012-08-22" "49.38" "51.87" "608.5092" "372.4913"
"6691" "2012-08-23" "53.29" "57.31" "600.4616" "362.9071"
"6701" "2012-08-24" "51.33" "57.3" "546.9605" "310.7531"
"6711" "2012-08-25" "42.65" "43.85" "578.4999" "328.6178"
"6721" "2012-08-26" "24.8" "22.18" "630.2592" "346.0686"
"6731" "2012-08-27" "47.88" "51.71" "680.0123" "381.5015"
"6741" "2012-08-28" "49.45" "55.98" "603.5722" "330.9009"
"6751" "2012-08-29" "52.23" "57.87" "607.0196" "351.9223"
"6761" "2012-08-30" "52.52" "58.76" "560.7321" "315.5794"
"6771" "2012-08-31" "49.86" "56.92" "566.1943" "309.5958"
"6781" "2012-09-01" "43.82" "46.61" "630.4216" "337.5143"
"6791" "2012-09-02" "34.28" "34.54" "627.9408" "330.1822"
"6801" "2012-09-03" "50.81" "58.61" "632.0639" "355.5985"
"6811" "2012-09-04" "49.1" "53.68" "648.2208" "369.4021"
"6821" "2012-09-05" "49.62" "56.24" "643.0595" "365.2034"
"6831" "2012-09-06" "50.07" "54.42" "679.9361" "396.3729"
"6841" "2012-09-07" "45.4" "47.43" "726.5956" "415.9555"
"6851" "2012-09-08" "46.99" "48.64" "654.9259" "362.262"
"6861" "2012-09-09" "38.56" "36.44" "687.797" "376.5419"
"2772" "2012-09-03" "50.81" "58.61" "632.0639" "355.5985"
"2773" "2012-09-04" "49.1" "53.68" "648.2208" "369.4021"
"2774" "2012-09-05" "49.62" "56.24" "643.0595" "365.2034"
"2775" "2012-09-06" "50.07" "54.42" "679.9361" "396.3729"
"2776" "2012-09-07" "45.4" "47.43" "726.5956" "415.9555"
"2777" "2012-09-08" "46.99" "48.64" "654.9259" "362.262"
"2778" "2012-09-09" "38.56" "36.44" "687.797" "376.5419"
"2779" "2012-09-10" "51.29" "57.52" "657.137" "377.9223"
"2780" "2012-09-11" "53.52" "59.43" "644.6357" "364.4604"
"27811" "2012-09-12" "55.87" "64.5" "588.3125" "319.2236"
"2782" "2012-09-13" "52.74" "60.02" "594.5975" "322.9699"
"2783" "2012-09-14" "33.33" "31.14" "724.4527" "446.1716"
"2784" "2012-09-15" "38.27" "42.01" "595.9004" "315.8567"
"2785" "2012-09-16" "33.69" "32.03" "615.0638" "345.3599"
"2786" "2012-09-17" "50.13" "58.34" "654.3147" "365.8215"
"2787" "2012-09-18" "53.19" "59.6" "639.8829" "358.3638"
"2788" "2012-09-19" "51.57" "57.1" "654.2293" "372.002"
"2789" "2012-09-20" "50.44" "54.23" "635.331" "362.6789"
"2790" "2012-09-21" "48.85" "53.75" "652.0676" "374.3107"
"27911" "2012-09-22" "38.45" "39.73" "631.0567" "350.5608"
"2792" "2012-09-23" "33.13" "35.34" "585.5661" "296.8316"
"2793" "2012-09-24" "39.38" "51.71" "749.408" "425.9341"
"2794" "2012-09-25" "44.42" "51.94" "675.6848" "386.8543"
"2795" "2012-09-26" "49.89" "59.04" "613.7184" "337.6236"
"2796" "2012-09-27" "47.66" "55.14" "690.5664" "405.4868"
"2797" "2012-09-28" "43.36" "49.31" "677.2366" "382.5352"
"2798" "2012-09-29" "34.7" "38.21" "658.9556" "350.4945"
"2799" "2012-09-30" "27.62" "29.87" "633.8073" "337.4636"
"2800" "2012-10-01" "50.93" "59.21" "664.4111" "361.9812"
"28011" "2012-10-02" "47.47" "54.51" "674.2488" "378.7894"
"2802" "2012-10-03" "29.75" "31.06" "721.5642" "407.4476"
"2803" "2012-10-04" "47.77" "57.14" "662.613" "368.3786"
"2804" "2012-10-05" "40.58" "43.43" "750.9417" "436.0552"
"2805" "2012-10-06" "38.84" "43.77" "626.3808" "330.4463"
"2806" "2012-10-07" "33.12" "35.15" "623.099" "326.6502"
"2807" "2012-10-08" "41.12" "46.96" "705.3617" "395.9549"
"2808" "2012-10-09" "44.9" "48.98" "668.9406" "377.7094"
"2809" "2012-10-10" "51.55" "58.96" "626.7983" "354.6986"
"28101" "2012-10-11" "52.69" "60.71" "636.7077" "369.2011"
"28111" "2012-10-12" "46.95" "55.37" "677.4055" "380.6698"
"2812" "2012-10-13" "36.98" "40.01" "686.1978" "356.5658"
"2813" "2012-10-14" "30.27" "34.24" "629.5931" "316.7152"
"2814" "2012-10-15" "43.52" "53.99" "710.2677" "396.4981"
"2815" "2012-10-16" "42.45" "47.65" "730.1558" "421.79"
"2816" "2012-10-17" "42.07" "48.78" "708.2488" "400.4788"
"2817" "2012-10-18" "41.01" "45.99" "696.8257" "395.9931"
"2818" "2012-10-19" "44.76" "49.49" "708.4489" "403.4822"
"2819" "2012-10-20" "38.11" "40.16" "640.184" "341.0499"
"2820" "2012-10-21" "37.2" "39.5" "624.1701" "339.204"
"28211" "2012-10-22" "49.21" "55.64" "706.4764" "398.4911"
"2822" "2012-10-23" "51.09" "59.69" "640.6824" "347.6534"
"2823" "2012-10-24" "54.83" "64.41" "631.8607" "348.8927"
"2824" "2012-10-25" "50.13" "58.29" "685.5393" "395.7823"
"2825" "2012-10-26" "51.47" "61.91" "633.1269" "337.8381"
"2826" "2012-10-27" "39.57" "43.67" "609.7193" "328.1252"
"2827" "2012-10-28" "37.33" "40.89" "624.7068" "309.7058"
"2828" "2012-10-29" "42.64" "50.79" "744.8032" "428.6698"
"2829" "2012-10-30" "55.52" "68.23" "645.2928" "355.0228"
"2830" "2012-10-31" "48.04" "55.37" "681.6138" "391.1892"
"28311" "2012-11-01" "33.14" "37.96" "714.8244" "387.6999"
"2832" "2012-11-02" "35.01" "43.31" "777.828" "431.521"
"2833" "2012-11-03" "35.48" "44.79" "665.4625" "332.6398"
"2834" "2012-11-04" "28.45" "35.05" "617.0092" "298.0211"
"2835" "2012-11-05" "43.11" "56.86" "785.7329" "428.6151"
"2836" "2012-11-06" "43.59" "53.43" "757.2592" "412.3962"
"2837" "2012-11-07" "35.46" "49.43" "802.7596" "449.8598"
"2838" "2012-11-08" "39.81" "48.78" "803.3546" "435.4987"
"2839" "2012-11-09" "51.02" "59.79" "722.0436" "382.4841"
"2840" "2012-11-10" "39.51" "45.41" "671.0912" "344.7589"
"28411" "2012-11-11" "34.72" "41.83" "619.2582" "300.2527"
"2842" "2012-11-12" "52.56" "64.39" "667.0978" "351.1041"
"2843" "2012-11-13" "52.05" "62.52" "672.1968" "355.1517"
"2844" "2012-11-14" "50.89" "60.18" "690.6553" "374.9449"
"2845" "2012-11-15" "55.55" "63.8" "691.1164" "378.2651"
"2846" "2012-11-16" "52.09" "60.92" "643.3147" "344.5041"
"2847" "2012-11-17" "40.94" "46.37" "680.9853" "352.0644"
"2848" "2012-11-18" "42.61" "47.28" "690.7449" "349.4692"
"2849" "2012-11-19" "54.26" "64.79" "674.1239" "365.9392"
"2850" "2012-11-20" "52.2" "61.29" "681.8404" "366.2478"
"28511" "2012-11-21" "50.4" "59.71" "686.1524" "376.1643"
"2852" "2012-11-22" "48.8" "60.89" "731.8157" "386.5269"
"2853" "2012-11-23" "47.34" "55.19" "734.3992" "408.4266"
"2854" "2012-11-24" "41.61" "47.36" "621.5092" "315.9972"
"2855" "2012-11-25" "19.91" "22.72" "726.5953" "372.8693"
"2856" "2012-11-26" "44.22" "59.26" "746.1951" "389.4601"
"2857" "2012-11-27" "55.49" "65.92" "708.7705" "376.6568"
"2858" "2012-11-28" "52.95" "63.93" "667.9719" "353.3601"
"2859" "2012-11-29" "52.74" "62.78" "728.0617" "399.7894"
"2860" "2012-11-30" "57.69" "69.87" "698.8589" "359.2334"
"28611" "2012-12-01" "46.01" "54" "605.8344" "308.0397"
"2862" "2012-12-02" "41.11" "45.47" "590.4859" "292.414"
"2863" "2012-12-03" "51.26" "62.85" "648.2724" "340.1624"
"2864" "2012-12-04" "47.38" "57.3" "713.8121" "387.0447"
"2865" "2012-12-05" "54.86" "66.29" "631.3001" "320.2659"
"2866" "2012-12-06" "53.9" "65" "669.2723" "346.4744"
"2867" "2012-12-07" "52.9" "62.5" "643.9196" "342.5527"
"2868" "2012-12-08" "50.12" "59.4" "584.5239" "301.1934"
"2869" "2012-12-09" "35.08" "35.62" "677.1636" "352.0681"
"2870" "2012-12-10" "52.95" "66.78" "704.7196" "370.6192"
"28711" "2012-12-11" "60.32" "73.77" "650.3313" "348.4068"
"2872" "2012-12-12" "72.07" "93.19" "607.8754" "316.0143"
"2873" "2012-12-13" "65.44" "81.22" "605.2547" "316.5108"
"2874" "2012-12-14" "49.35" "57.7" "710.4387" "374.2501"
"2875" "2012-12-15" "33.88" "41.36" "634.2457" "309.7703"
"2876" "2012-12-16" "33.24" "39.17" "585.2765" "293.2377"
"2877" "2012-12-17" "53.28" "64.94" "603.1851" "321.0019"
"2878" "2012-12-18" "55.24" "64.92" "612.3835" "313.8247"
"2879" "2012-12-19" "52.97" "64.26" "616.4176" "329.1747"
"2880" "2012-12-20" "46.73" "55.41" "659.6711" "371.1136"
"28811" "2012-12-21" "38.15" "47.58" "697.0056" "385.2735"
"2882" "2012-12-22" "37.36" "42.95" "625.6703" "322.0054"
"2883" "2012-12-23" "16.16" "21.74" "673.2027" "337.729"
"2884" "2012-12-24" "16.6" "26.31" "665.4755" "351.6391"
"2885" "2012-12-25" "-56.87" "10.94" "750.5012" "391.1932"
"2886" "2012-12-26" "-45.77" "14.82" "792.3801" "416.0099"
"2887" "2012-12-27" "20.45" "36.22" "720.5601" "370.0419"
"2888" "2012-12-28" "31.3" "39.99" "604.0695" "314.4937"
"2889" "2012-12-29" "16.68" "21.15" "696.7791" "349.6913"
"2890" "2012-12-30" "10.37" "15.14" "782.2393" "414.1298"
"28911" "2012-12-31" "8.4" "17.49" "876.6014" "485.8056"
"2892" "2013-01-01" "17.93" "21.35" "738.3788" "397.8987"
"2893" "2013-01-02" "38.24" "48.51" "690.5915" "371.7462"
"2894" "2013-01-03" "33.77" "41.86" "697.7435" "373.7098"
"2895" "2013-01-04" "32.12" "39.99" "681.4398" "371.0129"
"2896" "2013-01-05" "33.03" "41.24" "573.0495" "267.4953"
"2897" "2013-01-06" "29.01" "32.35" "587.8223" "292.9835"
"2898" "2013-01-07" "52.4" "64.62" "597.9721" "318.4956"
"2899" "2013-01-08" "53.15" "63.28" "596.0426" "306.7219"
"2900" "2013-01-09" "51.97" "63.28" "668.4394" "368.1583"
"29011" "2013-01-10" "50.03" "59.28" "673.1812" "347.9744"
"2902" "2013-01-11" "52.8" "61.7" "641.3584" "342.6287"
"2903" "2013-01-12" "44.52" "49.77" "570.8551" "287.0278"
"2904" "2013-01-13" "38.81" "40.79" "570.3823" "290.6545"
"2905" "2013-01-14" "52.05" "62.95" "637.5285" "349.4911"
"2906" "2013-01-15" "55.85" "66.12" "615.7619" "323.3482"
"2907" "2013-01-16" "54.96" "65.75" "621.1152" "335.1234"
"2908" "2013-01-17" "53.44" "63.95" "636.8048" "340.7865"
"2909" "2013-01-18" "50.99" "60.05" "642.8695" "338.0121"
"29101" "2013-01-19" "39.44" "44.4" "592.1814" "292.4505"
"29111" "2013-01-20" "34.67" "37.45" "604.0105" "304.675"
"2912" "2013-01-21" "47.59" "58.84" "650.9541" "357.5298"
"2913" "2013-01-22" "53.96" "65.74" "612.7774" "326.3469"
"2914" "2013-01-23" "59.74" "72.1" "597.0995" "319.016"
"2915" "2013-01-24" "59.25" "70.47" "558.9231" "291.277"
"2916" "2013-01-25" "52.26" "60.87" "597.1011" "318.7466"
"2917" "2013-01-26" "36.84" "39.85" "587.7042" "298.9933"
"2918" "2013-01-27" "31.12" "31.06" "586.7358" "300.2058"
"2919" "2013-01-28" "44.9" "55.14" "655.5547" "358.2932"
"2920" "2013-01-29" "32.27" "41.1" "756.031" "405.5327"
"29211" "2013-01-30" "29.35" "38.33" "803.8681" "437.3921"
"2922" "2013-01-31" "26.06" "36.81" "839.5849" "444.3704"
"2923" "2013-02-01" "34.98" "45.64" "786.1532" "414.7431"
"2924" "2013-02-02" "35.53" "38.5" "598.1467" "316.3705"
"2925" "2013-02-03" "28.8" "33.96" "636.9094" "326.1321"
"2926" "2013-02-04" "32.35" "37.22" "769.0516" "419.0432"
"2927" "2013-02-05" "32.32" "40.77" "740.706" "404.9492"
"2928" "2013-02-06" "46.83" "55.51" "643.2949" "349.4593"
"2929" "2013-02-07" "50.87" "59.58" "670.845" "364.7827"
"2930" "2013-02-08" "49.44" "58.59" "641.1453" "338.7695"
"29311" "2013-02-09" "40.72" "46.03" "603.5403" "302.8565"
"2932" "2013-02-10" "35.03" "35.75" "597.7944" "303.2183"
"2933" "2013-02-11" "40.96" "45.48" "697.0786" "375.1134"
"2934" "2013-02-12" "49.46" "56.75" "668.4865" "358.1801"
"2935" "2013-02-13" "52.68" "62.1" "607.3486" "321.7037"
"2936" "2013-02-14" "46.66" "53.59" "667.4817" "360.6851"
"2937" "2013-02-15" "50.96" "59.54" "583.5662" "306.3018"
"2938" "2013-02-16" "41.29" "45.07" "592.7381" "307.4417"
"2939" "2013-02-17" "38.44" "40.25" "630.9302" "323.1929"
"2940" "2013-02-18" "53.53" "60.68" "636.5922" "348.4709"
"29411" "2013-02-19" "48.55" "57.86" "692.1215" "388.9046"
"2942" "2013-02-20" "46.19" "52.41" "708.3069" "398.2195"
"2943" "2013-02-21" "52.85" "60.88" "613.5724" "329.74"
"2944" "2013-02-22" "47.95" "54.43" "660.5627" "355.6047"
"2945" "2013-02-23" "37.32" "38.68" "681.4535" "356.88"
"2946" "2013-02-24" "33.75" "36.38" "663.8917" "337.5466"
"2947" "2013-02-25" "52.68" "62.36" "652.3065" "344.5875"
"2948" "2013-02-26" "55.49" "65.44" "604.5538" "321.828"
"2949" "2013-02-27" "59.67" "70.6" "652.7423" "354.711"
"2950" "2013-02-28" "53.96" "62.17" "675.5832" "362.5775"
