"Datum" "Base" "Peak" "BaseVolume" "PeakVolume"
"1747" "2009-11-20" "33.38" "40.17" "424.4552" "242.0483"
"1748" "2009-11-21" "35.97" "41.41" "395.8098" "208.4137"
"1749" "2009-11-22" "27.66" "33.68" "404.5053" "204.2095"
"1750" "2009-11-23" "25.97" "41.02" "482.6425" "267.6757"
"1751" "2009-11-24" "23.08" "43.1" "489.209" "266.5756"
"1752" "2009-11-25" "32.37" "40.74" "478.6882" "262.2929"
"1753" "2009-11-26" "32.59" "39.76" "478.7416" "270.7793"
"1754" "2009-11-27" "32.32" "39.54" "483.9566" "279.6312"
"1755" "2009-11-28" "27.48" "37.76" "409.9056" "208.1147"
"1756" "2009-11-29" "24.5" "33.84" "365.0661" "185.8378"
"1757" "2009-11-30" "42.92" "56.52" "464.5845" "261.3159"
"1758" "2009-12-01" "39.44" "47.43" "402.5591" "220.1529"
"1759" "2009-12-02" "42.1" "50.69" "463.3359" "268.6636"
"1760" "2009-12-03" "34.7" "42.63" "395.2737" "218.2536"
"1761" "2009-12-04" "43.83" "51.24" "446.9773" "253.4647"
"1762" "2009-12-05" "33.55" "37.29" "355.9262" "188.981"
"1763" "2009-12-06" "26.42" "33.07" "318.2713" "160.8738"
"1764" "2009-12-07" "38.02" "48.09" "401.8363" "225.1762"
"1765" "2009-12-08" "38.27" "46.63" "384.0127" "204.1275"
"1766" "2009-12-09" "44.75" "54.76" "417.549" "213.0359"
"1767" "2009-12-10" "41.28" "48.85" "359.5355" "188.9608"
"1768" "2009-12-11" "40.63" "47.3" "359.6819" "193.1891"
"1769" "2009-12-12" "37.52" "42.1" "373.5375" "188.9957"
"1770" "2009-12-13" "33.66" "38.54" "409.6801" "209.0432"
"1771" "2009-12-14" "48.43" "61.67" "455.231" "247.1863"
"1772" "2009-12-15" "56.39" "71.98" "436.2204" "245.155"
"1773" "2009-12-16" "59.71" "76.9" "398.9955" "208.3407"
"1774" "2009-12-17" "49.11" "57.99" "432.1528" "232.6598"
"1775" "2009-12-18" "42.81" "48.48" "384.3279" "208.9877"
"1776" "2009-12-19" "41.82" "47.18" "387.064" "198.0975"
"1777" "2009-12-20" "34.52" "39.14" "368.6671" "183.9811"
"1778" "2009-12-21" "38.37" "45.27" "391.9985" "209.6652"
"1779" "2009-12-22" "40.44" "47.72" "367.8887" "203.0729"
"1780" "2009-12-23" "39.57" "44.19" "381.4411" "202.3162"
"1781" "2009-12-24" "34.17" "40.76" "403.3375" "226.6618"
"1782" "2009-12-25" "7.21" "13.23" "404.8819" "225.4492"
"1783" "2009-12-26" "-35.57" "9.47" "403.2699" "206.6923"
"1784" "2009-12-27" "26.01" "34.95" "337.18" "174.1293"
"1785" "2009-12-28" "36.01" "45.51" "375.7077" "194.1572"
"1786" "2009-12-29" "34.56" "41.53" "374.0011" "187.0716"
"1787" "2009-12-30" "31.55" "41.71" "347.9665" "188.7388"
"1788" "2009-12-31" "27.26" "36.38" "364.3954" "193.8998"
"1789" "2010-01-01" "21.05" "21.17" "526.7864" "286.0601"
"1790" "2010-01-02" "37.55" "43.78" "466.3395" "248.2306"
"1791" "2010-01-03" "33.85" "38.28" "441.9049" "224.9732"
"1792" "2010-01-04" "40.02" "44.98" "502.5399" "285.9564"
"1793" "2010-01-05" "43.71" "50.68" "511.2277" "283.528"
"1794" "2010-01-06" "44.42" "49.06" "499.795" "279.879"
"1795" "2010-01-07" "50.59" "60.41" "449.5391" "247.3381"
"1796" "2010-01-08" "46.37" "51.8" "527.0681" "284.2707"
"1797" "2010-01-09" "36.91" "42.45" "669.926" "348.8906"
"1798" "2010-01-10" "32.7" "39.71" "574.2785" "282.116"
"1799" "2010-01-11" "45.31" "57.15" "528.6494" "287.6252"
"1800" "2010-01-12" "53.26" "65.06" "476.9733" "262.0178"
"1801" "2010-01-13" "44.14" "50.18" "578.6884" "320.198"
"1802" "2010-01-14" "47.75" "57.04" "536.1" "293.0416"
"1803" "2010-01-15" "49.9" "58.99" "507.5492" "285.7325"
"1804" "2010-01-16" "36.83" "39.12" "596.0746" "318.8655"
"1805" "2010-01-17" "31.74" "36.89" "510.5071" "253.9331"
"1806" "2010-01-18" "46.98" "53.06" "505.4929" "279.3214"
"1807" "2010-01-19" "45.97" "52.69" "480.7076" "256.8861"
"1808" "2010-01-20" "43.89" "49.51" "538.6264" "300.7288"
"1809" "2010-01-21" "45.54" "52.71" "516.1906" "290.0013"
"1810" "2010-01-22" "43.53" "48.39" "508.3914" "281.5846"
"1811" "2010-01-23" "40.48" "45.19" "510.8062" "261.9529"
"1812" "2010-01-24" "36.2" "40.08" "511.8033" "263.2378"
"1813" "2010-01-25" "48.08" "57.22" "498.2338" "265.6851"
"1814" "2010-01-26" "54.07" "65.81" "469.8301" "254.0952"
"1815" "2010-01-27" "45.9" "49.41" "607.4522" "335.7035"
"1816" "2010-01-28" "41.09" "48.71" "676.0836" "361.0947"
"1817" "2010-01-29" "49.18" "60.54" "517.0536" "270.2466"
"1818" "2010-01-30" "35.89" "41.75" "539.5712" "284.7538"
"1819" "2010-01-31" "35.49" "37.35" "515.2114" "270.278"
"1820" "2010-02-01" "45.58" "55.44" "605.9705" "331.2496"
"1821" "2010-02-02" "40.75" "44.29" "669.4339" "389.7907"
"1822" "2010-02-03" "43.61" "52.15" "664.622" "375.1098"
"1823" "2010-02-04" "47.99" "55.68" "572.039" "321.8312"
"1824" "2010-02-05" "41.63" "47.56" "572.3004" "321.0683"
"1825" "2010-02-06" "41.58" "46.25" "489.0566" "250.6729"
"1826" "2010-02-07" "37.82" "40.02" "436.1494" "224.4426"
"1827" "2010-02-08" "51.61" "58.78" "478.5307" "260.2483"
"1828" "2010-02-09" "51.34" "61.75" "482.4271" "259.0655"
"1829" "2010-02-10" "51.4" "59.55" "525.2776" "287.1011"
"1830" "2010-02-11" "47.66" "56.19" "584.3951" "328.4491"
"1831" "2010-02-12" "46.12" "53.71" "544.7736" "297.9892"
"1832" "2010-02-13" "41.39" "45.95" "504.9165" "259.1347"
"1833" "2010-02-14" "40.56" "42.76" "479.9816" "249.6453"
"1834" "2010-02-15" "51.07" "62.04" "523.9587" "300.1696"
"1835" "2010-02-16" "49.71" "57.74" "538.3886" "311.0813"
"1836" "2010-02-17" "49.27" "59.37" "550.6087" "299.4834"
"1837" "2010-02-18" "46.71" "55.13" "557.0293" "312.0848"
"1838" "2010-02-19" "41.57" "47.98" "581.7755" "326.0466"
"1839" "2010-02-20" "32.64" "38.07" "617.5142" "320.9015"
"1840" "2010-02-21" "33.01" "37.15" "548.8681" "278.637"
"1841" "2010-02-22" "37.93" "46.72" "579.2411" "315.6334"
"1842" "2010-02-23" "40.87" "48.61" "555.4571" "292.5778"
"1843" "2010-02-24" "38.19" "44.29" "532.0037" "287.8046"
"1844" "2010-02-25" "35.64" "43.09" "595.3411" "329.1607"
"1845" "2010-02-26" "37.59" "43.04" "580.0525" "301.3307"
"1846" "2010-02-27" "28.43" "34.1" "620.3873" "319.0022"
"1847" "2010-02-28" "16.69" "18.19" "603.9108" "316.1988"
"1848" "2010-03-01" "32.83" "41.96" "733.9133" "391.0411"
"1849" "2010-03-02" "41.57" "45.18" "576.7676" "324.8792"
"1850" "2010-03-03" "38.57" "43.31" "551.571" "312.5814"
"1851" "2010-03-04" "42.67" "46.87" "516.3146" "294.5838"
"1852" "2010-03-05" "41.56" "46.88" "550.3973" "315.7618"
"1853" "2010-03-06" "36.12" "41.14" "534.3647" "279.3021"
"1854" "2010-03-07" "36.58" "36.89" "458.3667" "240.453"
"1855" "2010-03-08" "52.03" "58.65" "507.9907" "282.8014"
"1856" "2010-03-09" "54" "63.44" "509.611" "274.6706"
"1857" "2010-03-10" "50.99" "57.56" "529.1255" "296.6347"
"1858" "2010-03-11" "51.01" "58.85" "533.6226" "293.2834"
"1859" "2010-03-12" "43.19" "46.6" "580.2252" "318.8477"
"1860" "2010-03-13" "37.67" "40.87" "587.3628" "312.2251"
"1861" "2010-03-14" "32.78" "33.95" "595.4467" "299.1217"
"1862" "2010-03-15" "45.41" "50.28" "577.8434" "323.7772"
"1863" "2010-03-16" "48.64" "56.16" "523.9395" "287.7965"
"1864" "2010-03-17" "40.74" "43.99" "582.9572" "336.1151"
"1865" "2010-03-18" "41.27" "45.64" "557.6688" "309.9961"
"1866" "2010-03-19" "35.67" "40.81" "601.9512" "340.2324"
"1867" "2010-03-20" "34.5" "39.99" "567.2248" "306.4414"
"1868" "2010-03-21" "28.61" "31.83" "507.9937" "261.0506"
"1869" "2010-03-22" "43.89" "50.89" "511.0031" "274.4614"
"1870" "2010-03-23" "37.26" "44.06" "527.5103" "300.8675"
"1871" "2010-03-24" "36.07" "39.32" "536.7534" "306.5645"
"1872" "2010-03-25" "35.38" "40.58" "551.1388" "323.4784"
"1873" "2010-03-26" "37.32" "43.51" "544.019" "294.1422"
"1874" "2010-03-27" "29.55" "34.73" "529.699" "277.3533"
"1875" "2010-03-28" "20.14" "18.67" "498.7449" "273.6707"
"1876" "2010-03-29" "35.92" "44.67" "542.2747" "302.9769"
"1877" "2010-03-30" "36.9" "42.24" "560.9384" "321.6909"
"1878" "2010-03-31" "36.17" "41.03" "628.4147" "366.1879"
"1879" "2010-04-01" "38.8" "41.42" "670.1134" "388.1665"
"1880" "2010-04-02" "39.18" "41.5" "611.9047" "344.4875"
"1881" "2010-04-03" "37" "39.55" "540.7948" "274.0274"
"1882" "2010-04-04" "29.3" "31.78" "512.0428" "262.0617"
"1883" "2010-04-05" "30.44" "28.91" "553.8001" "311.2974"
"1884" "2010-04-06" "49.87" "54.3" "586.5884" "333.3444"
"1885" "2010-04-07" "43.86" "49.22" "611.9525" "356.3892"
"1886" "2010-04-08" "43.43" "47.21" "553.2657" "295.7384"
"1887" "2010-04-09" "43.32" "47.61" "601.61" "348.5717"
"1888" "2010-04-10" "35.32" "37.58" "507.9943" "269.4677"
"1889" "2010-04-11" "29.11" "27.48" "533.8828" "279.182"
"1890" "2010-04-12" "41.76" "49.37" "611.4374" "336.7555"
"1891" "2010-04-13" "45.93" "52.42" "563.9539" "311.7265"
"1892" "2010-04-14" "46.22" "51.16" "590.7366" "342.8629"
"1893" "2010-04-15" "48.34" "55.03" "574.3613" "327.5964"
"1894" "2010-04-16" "41.61" "44.94" "585.3103" "340.9452"
"1895" "2010-04-17" "40.4" "40.69" "545.5916" "287.2555"
"1896" "2010-04-18" "36.96" "37.55" "489.245" "252.1937"
"1897" "2010-04-19" "45.06" "49.61" "536.0193" "296.6816"
"1898" "2010-04-20" "42.62" "45.69" "610.8843" "355.3176"
"1899" "2010-04-21" "40.42" "44.76" "688.6415" "401.9997"
"1900" "2010-04-22" "42.14" "45.4" "541.7556" "305.6215"
"1901" "2010-04-23" "44.48" "48.02" "559.097" "327.808"
"1902" "2010-04-24" "37.45" "40.32" "437.0208" "227.9447"
"1903" "2010-04-25" "21.71" "23.74" "476.135" "242.3381"
"1904" "2010-04-26" "40.17" "48.04" "548.4654" "309.7977"
"1905" "2010-04-27" "41.62" "47.87" "527.1699" "302.0362"
"1906" "2010-04-28" "43.98" "49.23" "502.1904" "285.8015"
"1907" "2010-04-29" "41.14" "48.32" "532.5738" "302.6374"
"1908" "2010-04-30" "39.62" "44.36" "606.2765" "361.0437"
"1909" "2010-05-01" "27.62" "26.8" "471.5307" "241.466"
"1910" "2010-05-02" "32.33" "37.47" "465.1509" "232.4966"
"1911" "2010-05-03" "45.49" "52.37" "540.1364" "300.8182"
"1912" "2010-05-04" "44.52" "50.14" "553.6692" "318.1288"
"1913" "2010-05-05" "46.45" "53.07" "566.3344" "315.977"
"1914" "2010-05-06" "46.31" "52.42" "666.3102" "380.4933"
"1915" "2010-05-07" "48.89" "55.8" "536.2173" "289.0709"
"1916" "2010-05-08" "43.22" "45.29" "435.652" "236.8348"
"1917" "2010-05-09" "39.64" "39.24" "407.2562" "209.8327"
"1918" "2010-05-10" "50.28" "58.67" "486.3951" "271.2223"
"1919" "2010-05-11" "50.96" "58.55" "545.9577" "303.9482"
"1920" "2010-05-12" "48.93" "54.5" "618.7063" "350.6012"
"1921" "2010-05-13" "44.8" "45.71" "566.7122" "333.7813"
"1922" "2010-05-14" "47.44" "53.13" "477.1298" "262.1027"
"1923" "2010-05-15" "41.83" "45.58" "512.7924" "280.9404"
"1924" "2010-05-16" "15.94" "14.57" "581.2719" "309.8526"
"1925" "2010-05-17" "46.07" "56.64" "590.2172" "339.2239"
"1926" "2010-05-18" "47.61" "53.05" "646.0398" "373.3798"
"1927" "2010-05-19" "46.27" "54.35" "625.5147" "349.1299"
"1928" "2010-05-20" "48.52" "55.93" "566.2679" "313.2135"
"1929" "2010-05-21" "48.27" "56.03" "548.386" "315.5771"
"1930" "2010-05-22" "36.91" "41.85" "499.7319" "264.0811"
"1931" "2010-05-23" "23.58" "25.53" "455.1391" "237.3432"
"1932" "2010-05-24" "30.63" "36.38" "589.5944" "330.1822"
"1933" "2010-05-25" "43.6" "52.75" "649.2173" "390.2099"
"1934" "2010-05-26" "48.75" "56.85" "538.5757" "312.2641"
"1935" "2010-05-27" "46.21" "54.35" "548.0496" "318.0627"
"1936" "2010-05-28" "43.94" "49.98" "545.7187" "316.3785"
"1937" "2010-05-29" "34.88" "39.75" "422.1131" "222.7475"
"1938" "2010-05-30" "17.75" "21.47" "505.0237" "257.8511"
"1939" "2010-05-31" "38.76" "51.45" "579.8453" "323.5738"
"1940" "2010-06-01" "38.62" "50.6" "581.7421" "327.5361"
"1941" "2010-06-02" "42.75" "49.9" "567.5275" "333.3175"
"1942" "2010-06-03" "36.42" "45.06" "712.3857" "438.1528"
"1943" "2010-06-04" "44.38" "53.2" "572.7555" "338.2647"
"1944" "2010-06-05" "39.3" "42.89" "455.0675" "246.4079"
"1945" "2010-06-06" "31.67" "37.87" "493.2391" "251.9784"
"1946" "2010-06-07" "41.03" "50.29" "645.9107" "391.3492"
"1947" "2010-06-08" "53.7" "63" "551.6195" "320.3406"
"1948" "2010-06-09" "47.42" "58.6" "563.3728" "332.0159"
"1949" "2010-06-10" "48.24" "57.03" "537.9379" "321.3937"
"1950" "2010-06-11" "47.68" "55.75" "571.6232" "343.5953"
"1951" "2010-06-12" "32.93" "42" "567.3397" "301.6036"
"1952" "2010-06-13" "25.43" "32.93" "525.7167" "264.2798"
"1953" "2010-06-14" "43.6" "57.51" "560.9004" "331.6612"
"1954" "2010-06-15" "45.57" "52.89" "531.1653" "308.6118"
"1955" "2010-06-16" "46.59" "54.21" "604.2094" "363.107"
"1956" "2010-06-17" "48.97" "56.07" "539.1944" "304.7846"
"1957" "2010-06-18" "45.94" "53.2" "590.7674" "352.1294"
"1958" "2010-06-19" "40.64" "45.5" "540.0453" "286.3344"
"1959" "2010-06-20" "29.1" "36.7" "474.9257" "235.9891"
"1960" "2010-06-21" "45.32" "55.92" "537.4545" "314.9247"
"1961" "2010-06-22" "48.16" "55.42" "509.1819" "301.4664"
"1962" "2010-06-23" "48.78" "56.82" "540.905" "327.0343"
"1963" "2010-06-24" "53.21" "60.03" "549.1805" "333.7038"
"1964" "2010-06-25" "45.98" "51.76" "543.9532" "325.2356"
"1965" "2010-06-26" "41.66" "44.76" "462.3744" "249.9693"
"1966" "2010-06-27" "38.19" "42.02" "455.8904" "238.3266"
"1967" "2010-06-28" "50.99" "58.83" "572.6419" "337.3339"
"1968" "2010-06-29" "46.92" "54.71" "553.4923" "321.9553"
"1969" "2010-06-30" "51.17" "58.17" "565.6945" "328.4187"
"1970" "2010-07-01" "53.57" "61.16" "552.9709" "327.1623"
"1971" "2010-07-02" "51.63" "58.67" "566.9693" "327.2955"
"1972" "2010-07-03" "43.16" "47.69" "493.5175" "265.2727"
"1973" "2010-07-04" "36.68" "38.7" "488.3352" "260.9221"
"1974" "2010-07-05" "50.41" "59.02" "580.8082" "347.8675"
"1975" "2010-07-06" "47.21" "53.51" "574.9748" "342.9336"
"1976" "2010-07-07" "49.34" "57.8" "571.6185" "351.684"
"1977" "2010-07-08" "52.23" "59.41" "568.3626" "338.2738"
"1978" "2010-07-09" "54.19" "63.48" "583.2877" "341.5809"
"1979" "2010-07-10" "46.82" "50.53" "485.0889" "256.6094"
"1980" "2010-07-11" "38.74" "44.03" "485.2409" "249.1381"
"1981" "2010-07-12" "52.65" "61.69" "606.5392" "367.5886"
"1982" "2010-07-13" "53.29" "65.58" "626.2138" "368.279"
"1983" "2010-07-14" "50.96" "58.17" "596.3921" "350.4353"
"1984" "2010-07-15" "49.09" "57.55" "647.6201" "381.8697"
"1985" "2010-07-16" "48.99" "53.76" "624.7374" "371.1949"
"1986" "2010-07-17" "45.07" "46.55" "529.5055" "285.6255"
"1987" "2010-07-18" "34.97" "39.02" "521.2932" "270.4484"
"1988" "2010-07-19" "48.22" "56.47" "580.793" "357.3393"
"1989" "2010-07-20" "50.13" "58.25" "583.8705" "350.3125"
"1990" "2010-07-21" "48.81" "54.83" "578.4356" "343.4567"
"1991" "2010-07-22" "48.92" "56.51" "573.8035" "346.0979"
"1992" "2010-07-23" "46.94" "52.9" "552.2414" "332.9543"
"1993" "2010-07-24" "40.27" "41.24" "553.1418" "303.1855"
"1994" "2010-07-25" "24.79" "28.75" "548.1071" "279.4719"
"1995" "2010-07-26" "45.11" "51.27" "558.2806" "335.6635"
"1996" "2010-07-27" "45.26" "50.63" "527.8164" "315.4393"
"1997" "2010-07-28" "42.88" "48.72" "578.4416" "349.1363"
"1998" "2010-07-29" "44.05" "50.12" "555.6966" "326.1801"
"1999" "2010-07-30" "39.27" "45.47" "545.7552" "323.4589"
"2000" "2010-07-31" "37.11" "39.53" "509.825" "275.3503"
"2001" "2010-08-01" "27.76" "30.55" "498.9319" "260.6714"
"2002" "2010-08-02" "40.75" "46.93" "488.5155" "277.9247"
"2003" "2010-08-03" "41.38" "45.65" "494.8999" "298.6437"
"2004" "2010-08-04" "39.21" "46.08" "502.1996" "298.6592"
"2005" "2010-08-05" "38.51" "44.81" "493.0206" "289.6234"
"2006" "2010-08-06" "40.56" "46.8" "512.7022" "306.6894"
"2007" "2010-08-07" "32.65" "39.42" "500.7281" "261.9755"
"2008" "2010-08-08" "25.97" "31.4" "471.1088" "248.2696"
"2009" "2010-08-09" "40.25" "46.19" "507.4738" "298.0422"
"2010" "2010-08-10" "42.91" "46.81" "491.5741" "292.0551"
"2011" "2010-08-11" "42.53" "48.45" "498.6644" "290.539"
"2012" "2010-08-12" "43.97" "48.22" "487.2063" "288.4877"
"2013" "2010-08-13" "44.77" "49.36" "473.1628" "276.7471"
"2014" "2010-08-14" "40.5" "43.61" "477.4691" "251.742"
"2015" "2010-08-15" "29.01" "32.8" "477.2167" "246.4883"
"2016" "2010-08-16" "41.38" "51.18" "492.2443" "277.5406"
"2017" "2010-08-17" "41.35" "48.69" "521.4926" "296.9726"
"2018" "2010-08-18" "39.57" "49.2" "546.7879" "312.7196"
"2019" "2010-08-19" "41.04" "46.4" "542.5513" "316.5788"
"2020" "2010-08-20" "44.81" "48.43" "492.9524" "284.7533"
"2021" "2010-08-21" "37.44" "42.38" "482.5435" "258.8586"
"2022" "2010-08-22" "29.87" "33.27" "485.0557" "258.5403"
"2023" "2010-08-23" "44.59" "50.11" "583.9528" "354.3793"
"2024" "2010-08-24" "38.86" "47.38" "682.4441" "401.3962"
"2025" "2010-08-25" "41.34" "51.64" "637.4462" "362.9562"
"2026" "2010-08-26" "49.1" "53.92" "547.1179" "315.723"
"2027" "2010-08-27" "52.34" "59.42" "512.9508" "300.6105"
"2028" "2010-08-28" "43.54" "45.58" "518.4365" "278.8371"
"2029" "2010-08-29" "27.79" "32.37" "532.2039" "278.3656"
"2030" "2010-08-30" "42.2" "53.18" "568.5286" "322.3444"
"2031" "2010-08-31" "47.78" "54.26" "528.994" "301.4182"
"2032" "2010-09-01" "44.82" "52.21" "583.7232" "337.4566"
"2033" "2010-09-02" "47.05" "52.22" "535.0012" "305.0911"
"2034" "2010-09-03" "48.04" "52.91" "521.3479" "293.9459"
"2035" "2010-09-04" "45.36" "48.66" "500.9343" "264.2192"
"2036" "2010-09-05" "39.75" "44.12" "524.8704" "271.7217"
"2037" "2010-09-06" "43.41" "52.72" "584.0474" "326.2177"
"2038" "2010-09-07" "39.39" "49.04" "638.6385" "361.2511"
"2039" "2010-09-08" "42" "49.53" "662.5291" "368.1052"
"2040" "2010-09-09" "43.99" "51.57" "570.5426" "313.3992"
"2041" "2010-09-10" "48.43" "52.73" "554.827" "317.6627"
"2042" "2010-09-11" "40.31" "42.99" "503.6203" "268.0347"
"2043" "2010-09-12" "33.91" "36.5" "486.1606" "250.7167"
"2044" "2010-09-13" "50.86" "59.2" "574.8942" "324.335"
"2045" "2010-09-14" "45.74" "51.77" "649.7682" "362.238"
"2046" "2010-09-15" "43.89" "51.92" "681.3254" "372.3013"
"2047" "2010-09-16" "46.27" "52.47" "669.7462" "378.092"
"2048" "2010-09-17" "44.77" "51.25" "639.7625" "368.6908"
"2049" "2010-09-18" "41.73" "44.31" "571.5565" "305.5927"
"2050" "2010-09-19" "33.86" "35.13" "556.4965" "288.7703"
"2051" "2010-09-20" "42.19" "48.56" "611.2738" "343.7785"
"2052" "2010-09-21" "48.35" "56.65" "563.2595" "314.2186"
"2053" "2010-09-22" "50.6" "57.06" "553.8134" "322.8515"
"2054" "2010-09-23" "50.78" "57.17" "590.7752" "332.9846"
"2055" "2010-09-24" "47.92" "54.26" "536.364" "295.0312"
"2056" "2010-09-25" "45.09" "48.35" "515.8775" "275.1836"
"2057" "2010-09-26" "45.71" "46.93" "572.0202" "293.8594"
"2058" "2010-09-27" "54.6" "61.59" "653.0773" "371.6795"
"2059" "2010-09-28" "53.47" "61.41" "588.3275" "332.7718"
"2060" "2010-09-29" "56.27" "63.61" "567.5413" "320.4192"
"2061" "2010-09-30" "57.25" "66.02" "559.7209" "313.36"
"2062" "2010-10-01" "55.24" "62.03" "564.2206" "314.6186"
"2063" "2010-10-02" "44.85" "47.98" "532.9633" "274.2449"
"2064" "2010-10-03" "42.07" "44.05" "594.3356" "311.1267"
"2065" "2010-10-04" "43.38" "51.55" "699.0159" "389.4226"
"2066" "2010-10-05" "52.08" "58.81" "569.111" "313.6479"
"2067" "2010-10-06" "50.02" "55.83" "566.518" "320.4706"
"2068" "2010-10-07" "54.81" "62.82" "558.9639" "320.1327"
"2069" "2010-10-08" "48.38" "53.12" "595.1469" "343.6422"
"2070" "2010-10-09" "45.14" "47.19" "558.2784" "295.1609"
"2071" "2010-10-10" "40.18" "42.74" "519.9948" "270.3571"
"2072" "2010-10-11" "53.13" "59.46" "547.0463" "302.9693"
"2073" "2010-10-12" "56.17" "64.18" "519.358" "294.5145"
"2074" "2010-10-13" "55.68" "62.62" "532.087" "309.9125"
"2075" "2010-10-14" "56.39" "62.83" "568.2594" "335.7073"
"2076" "2010-10-15" "59.66" "68.45" "532.8697" "301.8971"
"2077" "2010-10-16" "48.96" "51.58" "545.5463" "288.6689"
"2078" "2010-10-17" "47.66" "50.08" "495.6931" "250.824"
"2079" "2010-10-18" "58.08" "66.31" "572.7773" "307.3142"
"11100" "2010-10-19" "55.5" "64.98" "635.946" "354.5419"
"12100" "2010-10-20" "53.59" "59.42" "638.6099" "361.8507"
"13100" "2010-10-21" "53.31" "61.75" "665.4537" "357.2723"
"14100" "2010-10-22" "53.97" "63.35" "655.8984" "343.0335"
"15100" "2010-10-23" "46.61" "50.84" "575.5907" "300.0744"
"16100" "2010-10-24" "33.25" "39" "659.2099" "349.493"
"17100" "2010-10-25" "54.59" "63.55" "564.0365" "309.921"
"18100" "2010-10-26" "55.26" "64.37" "561.2735" "313.3629"
"19100" "2010-10-27" "51.95" "58.95" "620.4983" "346.6812"
"2080" "2010-10-28" "52.39" "59.35" "605.1161" "338.3669"
"2110" "2010-10-29" "50.62" "55.97" "574.9762" "310.9635"
"6101" "2010-10-30" "42.76" "48.15" "556.1869" "281.9777"
"7101" "2010-10-31" "43.67" "48.17" "523.2408" "268.8221"
"8101" "2010-11-01" "48.28" "52.32" "584.9111" "328.6466"
"9101" "2010-11-02" "48.04" "55.89" "596.5792" "341.5442"
"10101" "2010-11-03" "44.76" "53.85" "786.7675" "440.2711"
"11101" "2010-11-04" "45.36" "51.69" "833.7265" "476.0343"
"12101" "2010-11-05" "44.5" "55.32" "757.5903" "395.1458"
"13101" "2010-11-06" "45.05" "49.78" "613.3165" "323.3805"
"14101" "2010-11-07" "44.71" "47.91" "545.2575" "282.2492"
"15101" "2010-11-08" "54.4" "64.06" "595.9889" "328.0895"
"16101" "2010-11-09" "49.28" "59.64" "570.812" "322.02"
"17101" "2010-11-10" "51.21" "59.75" "529.4356" "290.4493"
"18101" "2010-11-11" "41.8" "45.35" "748.007" "429.9085"
"19101" "2010-11-12" "37.75" "49.37" "900.422" "499.0679"
"2081" "2010-11-13" "35.54" "46.06" "683.0731" "350.2896"
"2111" "2010-11-14" "26.88" "30.65" "675.2656" "367.5343"
"2210" "2010-11-15" "47.57" "59.15" "608.2267" "331.26"
"2310" "2010-11-16" "52.12" "60.42" "580.5125" "306.4742"
"2410" "2010-11-17" "53.16" "62.28" "576.9122" "317.7991"
"2510" "2010-11-18" "53.37" "62.72" "579.1976" "322.3433"
"2610" "2010-11-19" "53.58" "62.43" "545.7865" "307.2519"
"2710" "2010-11-20" "47.19" "53.3" "520.6881" "276.0917"
"2810" "2010-11-21" "42.52" "46.24" "540.5993" "280.4318"
"2910" "2010-11-22" "50.49" "60.89" "645.1596" "364.1228"
"3010" "2010-11-23" "51.87" "61.28" "676.6992" "364.8098"
"3110" "2010-11-24" "55.55" "65.58" "650.0079" "355.3031"
"3210" "2010-11-25" "60.94" "71.49" "599.2228" "326.8753"
"3310" "2010-11-26" "60.02" "71.24" "541.1278" "290.484"
"3410" "2010-11-27" "48.87" "53.59" "510.9356" "261.9352"
"3510" "2010-11-28" "45.67" "49.5" "525.1419" "269.9177"
"3610" "2010-11-29" "56.42" "67.99" "680.9477" "388.8675"
"3710" "2010-11-30" "58.98" "68.89" "613.3739" "333.4962"
"3810" "2010-12-01" "51.69" "57.32" "741.8142" "416.6803"
"3910" "2010-12-02" "63.92" "77.59" "633.0897" "335.5554"
"4010" "2010-12-03" "70.94" "85.76" "618.289" "340.115"
"4110" "2010-12-04" "50.76" "55.43" "625.1542" "327.2032"
"4210" "2010-12-05" "47.58" "50.85" "668.9861" "342.874"
"4310" "2010-12-06" "70.15" "86.33" "594.9822" "338.4235"
"4410" "2010-12-07" "69.47" "85.79" "529.1153" "292.8827"
"4510" "2010-12-08" "59.38" "70.27" "577.1292" "325.802"
"4610" "2010-12-09" "51.68" "59.89" "700.9887" "402.0982"
"4710" "2010-12-10" "58.04" "69.55" "669.2158" "375.0573"
"4810" "2010-12-11" "31.12" "40.94" "791.0622" "413.6027"
"4910" "2010-12-12" "33.31" "48.38" "633.1766" "309.3946"
"5010" "2010-12-13" "63.67" "78.13" "580.0391" "321.0561"
"5110" "2010-12-14" "67.06" "80.17" "627.424" "348.9433"
"5210" "2010-12-15" "72.06" "89.73" "624.569" "353.3608"
"5310" "2010-12-16" "61.01" "69.79" "718.689" "423.5948"
"5410" "2010-12-17" "66.95" "77.12" "605.9609" "347.3526"
"5510" "2010-12-18" "59.03" "67.06" "546.654" "274.5111"
"5610" "2010-12-19" "47.37" "49.98" "564.3631" "289.0992"
"5710" "2010-12-20" "65.05" "78.84" "643.286" "354.5348"
"5810" "2010-12-21" "66.69" "80.91" "554.6532" "298.6152"
"5910" "2010-12-22" "56.63" "65.98" "564.9818" "316.2579"
"6010" "2010-12-23" "52.8" "59.96" "612.7531" "350.6325"
"6110" "2010-12-24" "36.51" "45.95" "672.5588" "376.4253"
"6210" "2010-12-25" "37.37" "48.98" "562.5779" "274.9289"
